date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:05:39	28765/28765	---MCZ	200	added ('OK')	text/css	etag:W/%22705d-58dde99508380%22	https://dompet.dexignlab.com/xhtml/vendor/aos/css/aos.min.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/vendor/aos/css/aos.min.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:39	2714/2714	---MCZ	200	added ('OK')	text/css	etag:W/%22a9a-58dde996f0800%22	https://dompet.dexignlab.com/xhtml/vendor/perfect-scrollbar/css/perfect-scrollbar.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/vendor/perfect-scrollbar/css/perfect-scrollbar.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:40	2191/2191	---MCZ	200	added ('OK')	text/css	etag:W/%2288f-58dde996f0800%22	https://dompet.dexignlab.com/xhtml/vendor/metismenu/css/metisMenu.min.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/vendor/metismenu/css/metisMenu.min.css	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:40	8672/8672	---M--	200	added ('OK')	image/png	etag:%2221e0-5bca3899cd080%22	https://dompet.dexignlab.com/xhtml/images/pattern/pattern5.png	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/pattern/pattern5.png	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:40	238/238	---M--	302	error ('Found')	text/html	date:Wed,%2008%20Jun%202022%2008:05:44%20GMT	https://dompet.dexignlab.com/xhtml/images/body/12.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/body/12.jpg	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:41	66760/66760	---M--	200	added ('OK')	image/jpeg	etag:%22104c8-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/cover.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/cover.jpg	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:41	238/238	---M--	302	error ('Found')	text/html	date:Wed,%2008%20Jun%202022%2008:05:44%20GMT	https://dompet.dexignlab.com/xhtml/images/svg/check.svg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/svg/check.svg	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:41	238/238	---M--	302	error ('Found')	text/html	date:Wed,%2008%20Jun%202022%2008:05:44%20GMT	https://dompet.dexignlab.com/xhtml/images/svg/cd-arrow.svg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/svg/cd-arrow.svg	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:41	71085/71085	---M--	200	added ('OK')	image/jpeg	etag:%22115ad-5c354bd2c0080%22	https://dompet.dexignlab.com/xhtml/images/1.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/1.jpg	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:41	7720/7720	---M--	200	added ('OK')	image/png	etag:%221e28-5b69953754880%22	https://dompet.dexignlab.com/xhtml/images/like.png	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/like.png	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:42	19732/19732	---M--	200	added ('OK')	image/png	etag:%224d14-5c2364f4ca980%22	https://dompet.dexignlab.com/xhtml/images/pattern/pattern7.png	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/pattern/pattern7.png	(from https://dompet.dexignlab.com/xhtml/css/style.css)
13:05:42	20463/20463	---MCZ	200	added ('OK')	text/css	etag:W/%224fef-587d80948b980%22	https://dompet.dexignlab.com/xhtml/vendor/lightgallery/css/lightgallery.min.css	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/vendor/lightgallery/css/lightgallery.min.css	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:42	238/238	---M--	302	error ('Found')	text/html	date:Wed,%2008%20Jun%202022%2008:05:46%20GMT	https://dompet.dexignlab.com/xhtml/login.html	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/login.html	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:42	17196/17196	---M--	200	added ('OK')	image/png	etag:%22432c-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/profile.png	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/profile.png	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:43	35697/35697	---M--	200	added ('OK')	image/jpeg	etag:%228b71-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/1.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/1.jpg	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:43	54259/54259	---M--	200	added ('OK')	image/jpeg	etag:%22d3f3-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/2.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/2.jpg	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:43	32684/32684	---M--	200	added ('OK')	image/jpeg	etag:%227fac-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/3.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/3.jpg	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:43	55321/55321	---M--	200	added ('OK')	image/jpeg	etag:%22d819-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/4.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/4.jpg	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:44	5675/5675	---M--	200	added ('OK')	image/jpeg	etag:%22162b-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/5.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/5.jpg	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:44	5918/5918	---M--	200	added ('OK')	image/jpeg	etag:%22171e-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/6.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/6.jpg	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:44	7028/7028	---M--	200	added ('OK')	image/jpeg	etag:%221b74-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/7.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/7.jpg	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:44	92956/92956	---M--	200	added ('OK')	image/jpeg	etag:%2216b1c-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/8.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/8.jpg	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:44	65071/65071	---M--	200	added ('OK')	image/jpeg	etag:%22fe2f-5c3501c3b4680%22	https://dompet.dexignlab.com/xhtml/images/profile/9.jpg	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/images/profile/9.jpg	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:45	52316/52316	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22cc5c-5bd2dae008180%22	https://dompet.dexignlab.com/xhtml/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:45	49799/49799	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22c287-5823bbbdc1f80%22	https://dompet.dexignlab.com/xhtml/vendor/lightgallery/js/lightgallery-all.min.js	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/vendor/lightgallery/js/lightgallery-all.min.js	(from https://dompet.dexignlab.com/xhtml/app-profile.html)
13:05:45	238/238	---M--	302	error ('Found')	text/html	date:Wed,%2008%20Jun%202022%2008:05:48%20GMT	https://dompet.dexignlab.com/xhtml/login.html	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/login.html	(from https://dompet.dexignlab.com/xhtml/email-inbox.html)
13:05:45	238/238	---M--	302	error ('Found')	text/html	date:Wed,%2008%20Jun%202022%2008:05:49%20GMT	https://dompet.dexignlab.com/xhtml/login.html	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/login.html	(from https://dompet.dexignlab.com/xhtml/my-wallet.html)
13:05:46	2280/2280	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%228e8-5c3773ac3fa80%22	https://dompet.dexignlab.com/xhtml/js/dashboard/my-wallet.js	C:/Users/user/Desktop/hope/admindash/dompet.dexignlab.com/xhtml/js/dashboard/my-wallet.js	(from https://dompet.dexignlab.com/xhtml/my-wallet.html)
